,movie_name,movie_rating,movie_genre,movie_director,movie_actor,movie_genre_split,movie_director_split,movie_actor_split
200,"좋은 놈, 나쁜 놈, 이상한 놈 ",7.9,['서부'],김지운,"['송강호', '이병헌', '정우성']",서부,김지운,송강호 이병헌 정우성
201,추격자,9.1,['범죄'],나홍진,"['김윤석', '하정우']",범죄,나홍진,김윤석 하정우
202,쿵푸 팬더,8.7,"['애니메이션', '액션', '코미디']",마크 오스본,"['엄상현', '김기현', '잭 블랙', '더스틴 호프만']",애니메이션 액션 코미디,마크오스본,엄상현 김기현 잭블랙 더스틴호프만
203,맘마미아!,8.6,"['로맨스', '멜로', '뮤지컬']",필리다 로이드,"['메릴 스트립', '아만다 사이프리드', '콜린 퍼스', '피어스 브로스넌']",로맨스 멜로 뮤지컬,필리다로이드,메릴스트립 아만다사이프리드 콜린퍼스 피어스브로스넌
204,과속스캔들,9.3,"['코미디', '드라마']",강형철,"['차태현', '박보영', '왕석현']",코미디 드라마,강형철,차태현 박보영 왕석현
205,강철중: 공공의 적 1-1,8.3,"['범죄', '스릴러']",강우석,"['설경구', '정재영']",범죄 스릴러,강우석,설경구 정재영
206,아이언맨,8.4,"['액션', 'SF']",존 파브로,"['로버트 다우니 주니어', '기네스 팰트로', '테렌스 하워드', '제프 브리지스']",액션 SF,존파브로,로버트다우니주니어 기네스팰트로 테렌스하워드 제프브리지스
207,인디아나 존스 4 : 크리스탈 해골의 왕국,7.8,"['액션', '어드벤처']",스티븐 스필버그,"['해리슨 포드', '샤이아 라보프', '케이트 블란쳇']",액션 어드벤처,스티븐스필버그,해리슨포드 샤이아라보프 케이트블란쳇
208,미이라 3:황제의 무덤,5.1,"['액션', '어드벤처']",롭 코헨,"['브렌든 프레이저', '이연걸', '마리아 벨로', '양자경']",액션 어드벤처,롭코헨,브렌든프레이저 이연걸 마리아벨로 양자경
209,다크 나이트,9.0,"['범죄', '드라마', '액션', '미스터리']",크리스토퍼 놀란,"['크리스찬 베일', '히스 레저', '아론 에크하트']",범죄 드라마 액션 미스터리,크리스토퍼놀란,크리스찬베일 히스레저 아론에크하트
210,우리 생애 최고의 순간,8.6,['드라마'],임순례,"['문소리', '김정은', '엄태웅', '김지영', '조은지', '차민지']",드라마,임순례,문소리 김정은 엄태웅 김지영 조은지 차민지
211,신기전,8.5,"['액션', '시대극', '드라마']",김유진,"['정재영', '한다감', '허준호']",액션 시대극 드라마,김유진,정재영 한다감 허준호
212,원티드,8.0,['액션'],티무르 베크맘베토브,"['제임스 맥어보이', '안젤리나 졸리']",액션,티무르베크맘베토브,제임스맥어보이 안젤리나졸리
213,핸콕,6.9,['액션'],피터 버그,"['윌 스미스', '샤를리즈 테론']",액션,피터버그,윌스미스 샤를리즈테론
214,테이큰,8.9,"['범죄', '액션', '스릴러']",피에르 모렐,"['리암 니슨', '매기 그레이스']",범죄 액션 스릴러,피에르모렐,리암니슨 매기그레이스
215,미인도,6.2,['드라마'],전윤수,"['김규리', '김영호', '김남길', '추자현']",드라마,전윤수,김규리 김영호 김남길 추자현
216,이글 아이,7.5,"['액션', '스릴러']",D. J. 카루소,"['샤이아 라보프', '미셸 모나한']",액션 스릴러,D.J.카루소,샤이아라보프 미셸모나한
217,007 퀀텀 오브 솔러스,7.2,"['액션', '어드벤처']",마크 포스터,"['다니엘 크레이그', '올가 쿠릴렌코', '마티유 아말릭']",액션 어드벤처,마크포스터,다니엘크레이그 올가쿠릴렌코 마티유아말릭
218,눈에는 눈 이에는 이,8.1,['액션'],곽경택,"['한석규', '차승원']",액션,곽경택,한석규 차승원
219,아내가 결혼했다,6.9,['드라마'],정윤수,"['손예진', '김주혁', '주상욱']",드라마,정윤수,손예진 김주혁 주상욱
220,님은 먼 곳에,7.9,"['전쟁', '드라마']",이준익,"['수애', '정진영', '정경호']",전쟁 드라마,이준익,수애 정진영 정경호
221,점퍼,6.6,"['액션', '어드벤처']",더그 라이만,"['헤이든 크리스텐슨', '제이미 벨', '레이첼 빌슨', '사무엘 L. 잭슨']",액션 어드벤처,더그라이만,헤이든크리스텐슨 제이미벨 레이첼빌슨 사무엘L.잭슨
222,고死 : 피의 중간고사,6.8,"['스릴러', '공포']",창,"['이범수', '윤정희', '남규리', '김범']",스릴러 공포,창,이범수 윤정희 남규리 김범
223,무방비도시,7.8,"['범죄', '액션']",이상기,"['김명민', '손예진']",범죄 액션,이상기,김명민 손예진
224,적벽대전:거대한 전쟁의 시작,6.1,"['액션', '전쟁']",오우삼,"['양조위', '금성무', '장첸', '린즈링']",액션 전쟁,오우삼,양조위 금성무 장첸 린즈링
225,원스어폰어타임,8.2,"['코미디', '액션']",정용기,"['박용우', '이보영']",코미디 액션,정용기,박용우 이보영
226,더 게임,7.4,['스릴러'],윤인호,"['신하균', '변희봉', '이혜영', '손현주', '이은성']",스릴러,윤인호,신하균 변희봉 이혜영 손현주 이은성
227,나니아 연대기:캐스피언 왕자,8.3,"['어드벤처', '판타지', '가족']",앤드류 아담슨,"['벤 반스', '조지 헨리']",어드벤처 판타지 가족,앤드류아담슨,벤반스 조지헨리
228,월ㆍE,9.3,"['애니메이션', '어드벤처', '가족', 'SF']",앤드류 스탠튼,"['벤 버트', '엘리사 나이트']",애니메이션 어드벤처 가족 SF,앤드류스탠튼,벤버트 엘리사나이트
229,영화는 영화다,8.9,"['액션', '드라마']",장훈,"['소지섭', '강지환']",액션 드라마,장훈,소지섭 강지환
230,지구가 멈추는 날,4.1,['SF'],스콧 데릭슨,"['키아누 리브스', '제니퍼 코넬리']",SF,스콧데릭슨,키아누리브스 제니퍼코넬리
231,트와일라잇,7.8,"['판타지', '로맨스', '멜로', '액션']",캐서린 하드윅,"['크리스틴 스튜어트', '로버트 패틴슨']",판타지 로맨스 멜로 액션,캐서린하드윅,크리스틴스튜어트 로버트패틴슨
232,꿀벌대소동,7.9,"['애니메이션', '어드벤처', '코미디', '가족']",스티브 히크너,"['제리 사인필드', '유재석', '르네 젤위거']",애니메이션 어드벤처 코미디 가족,스티브히크너,제리사인필드 유재석 르네젤위거
233,포비든 킹덤: 전설의 마스터를 찾아서,6.8,"['액션', '어드벤처']",롭 민코프,"['성룡', '이연걸', '마이클 안가라노', '유역비']",액션 어드벤처,롭민코프,성룡 이연걸 마이클안가라노 유역비
234,서양 골동 양과자점 앤티크,8.7,"['코미디', '드라마']",민규동,"['주지훈', '김재욱', '유아인', '최지호']",코미디 드라마,민규동,주지훈 김재욱 유아인 최지호
235,"10,000 BC",5.8,['어드벤처'],롤랜드 에머리히,"['스티븐 스트레이트', '카밀라 벨']",어드벤처,롤랜드에머리히,스티븐스트레이트 카밀라벨
236,벼랑 위의 포뇨,7.8,"['가족', '어드벤처', '애니메이션']",미야자키 하야오,"['나라 유리에', '도이 히로키', '야마구치 토모코']",가족 어드벤처 애니메이션,미야자키하야오,나라유리에 도이히로키 야마구치토모코
237,6년째 연애중,7.6,"['로맨스', '멜로']",박현진,"['김하늘', '윤계상']",로맨스 멜로,박현진,김하늘 윤계상
238,잃어버린 세계를 찾아서,7.1,"['액션', '어드벤처']",에릭 브레빅,"['브렌든 프레이저', '조쉬 허처슨', '애니타 브리엠']",액션 어드벤처,에릭브레빅,브렌든프레이저 조쉬허처슨 애니타브리엠
239,섹스 앤 더 시티,8.0,"['코미디', '로맨스', '멜로']",마이클 패트릭 킹,"['사라 제시카 파커', '킴 캐트럴', '신시아 닉슨', '크리스틴 데이비스']",코미디 로맨스 멜로,마이클패트릭킹,사라제시카파커 킴캐트럴 신시아닉슨 크리스틴데이비스
240,스텝업 2 : 더 스트리트,8.3,"['드라마', '로맨스', '멜로']",존 추,"['브리아나 에비건', '로버트 호프먼']",드라마 로맨스 멜로,존추,브리아나에비건 로버트호프먼
241,삼국지:용의 부활,6.8,"['전쟁', '시대극', '무협']",이인항,"['유덕화', '매기 큐', '홍금보']",전쟁 시대극 무협,이인항,유덕화 매기큐 홍금보
242,밴티지 포인트,7.8,"['액션', '스릴러']",피트 트래비스,"['데니스 퀘이드', '매튜 폭스', '포레스트 휘태커', '시고니 위버', '윌리엄 허트']",액션 스릴러,피트트래비스,데니스퀘이드 매튜폭스 포레스트휘태커 시고니위버 윌리엄허트
243,인크레더블 헐크,7.5,"['액션', 'SF', '스릴러']",루이스 리터리어,"['에드워드 노튼', '리브 타일러', '팀 로스']",액션 SF 스릴러,루이스리터리어,에드워드노튼 리브타일러 팀로스
244,바보,8.4,['드라마'],김정권,"['차태현', '하지원']",드라마,김정권,차태현 하지원
245,오스트레일리아,8.0,"['로맨스', '멜로', '어드벤처']",바즈 루어만,"['니콜 키드먼', '휴 잭맨']",로맨스 멜로 어드벤처,바즈루어만,니콜키드먼 휴잭맨
246,GP 506,7.3,['미스터리'],공수창,"['천호진', '조현재', '이영훈']",미스터리,공수창,천호진 조현재 이영훈
247,크로싱,9.2,['드라마'],김태균,"['차인표', '신명철']",드라마,김태균,차인표 신명철
248,숙명,5.1,"['액션', '드라마']",김해곤,"['송승헌', '권상우', '김인권', '박한별']",액션 드라마,김해곤,송승헌 권상우 김인권 박한별
249,예스맨,8.3,"['코미디', '로맨스', '멜로']",페이튼 리드,['짐 캐리'],코미디 로맨스 멜로,페이튼리드,짐캐리
250,해운대,6.9,"['드라마', '어드벤처']",윤제균,"['설경구', '하지원', '박중훈', '엄정화']",드라마 어드벤처,윤제균,설경구 하지원 박중훈 엄정화
251,국가대표,9.4,['드라마'],김용화,"['하정우', '성동일', '김지석', '김동욱', '최재환', '이재응', '이은성']",드라마,김용화,하정우 성동일 김지석 김동욱 최재환 이재응 이은성
252,트랜스포머: 패자의 역습,6.4,"['액션', 'SF', '어드벤처']",마이클 베이,"['샤이아 라보프', '메간 폭스']",액션 SF 어드벤처,마이클베이,샤이아라보프 메간폭스
253,2012,7.1,"['어드벤처', '액션']",롤랜드 에머리히,"['존 쿠삭', '아만다 피트', '치웨텔 에지오포', '탠디 뉴튼', '올리버 플랫']",어드벤처 액션,롤랜드에머리히,존쿠삭 아만다피트 치웨텔에지오포 탠디뉴튼 올리버플랫
254,아바타,9.0,"['액션', '어드벤처', 'SF']",제임스 카메론,"['샘 워싱턴', '조 샐다나', '시고니 위버']",액션 어드벤처 SF,제임스카메론,샘워싱턴 조샐다나 시고니위버
255,터미네이터 : 미래전쟁의 시작,7.8,"['액션', 'SF']",맥지,"['크리스찬 베일', '샘 워싱턴']",액션 SF,맥지,크리스찬베일 샘워싱턴
256,7급 공무원,8.4,"['코미디', '로맨스', '멜로', '액션']",신태라,"['김하늘', '강지환']",코미디 로맨스 멜로 액션,신태라,김하늘 강지환
257,과속스캔들,9.3,"['코미디', '드라마']",강형철,"['차태현', '박보영', '왕석현']",코미디 드라마,강형철,차태현 박보영 왕석현
258,쌍화점,7.2,['시대극'],유하,"['조인성', '주진모', '송지효']",시대극,유하,조인성 주진모 송지효
259,거북이 달린다,8.5,['드라마'],이연우,"['김윤석', '정경호']",드라마,이연우,김윤석 정경호
260,마더,8.1,['드라마'],봉준호,"['김혜자', '원빈']",드라마,봉준호,김혜자 원빈
261,해리 포터와 혼혈 왕자,6.9,"['판타지', '어드벤처']",데이빗 예이츠,"['다니엘 래드클리프', '루퍼트 그린트', '엠마 왓슨']",판타지 어드벤처,데이빗예이츠,다니엘래드클리프 루퍼트그린트 엠마왓슨
262,워낭소리,8.9,['다큐멘터리'],이충렬,"['최원균', '이삼순']",다큐멘터리,이충렬,최원균 이삼순
263,적벽대전 2 : 최후의 결전,6.9,"['액션', '전쟁']",오우삼,"['양조위', '금성무', '장첸', '장풍의', '조미', '린즈링']",액션 전쟁,오우삼,양조위 금성무 장첸 장풍의 조미 린즈링
264,지.아이.조 : 전쟁의 서막,7.8,['액션'],스티븐 소머즈,"['채닝 테이텀', '시에나 밀러', '레이 파크']",액션,스티븐소머즈,채닝테이텀 시에나밀러 레이파크
265,굿모닝 프레지던트,6.9,['코미디'],장진,"['이순재', '장동건', '고두심', '임하룡', '한채영']",코미디,장진,이순재 장동건 고두심 임하룡 한채영
266,전우치,8.1,"['코미디', '액션']",최동훈,"['강동원', '김윤석', '임수정', '유해진']",코미디 액션,최동훈,강동원 김윤석 임수정 유해진
267,박쥐,5.5,"['로맨스', '멜로']",박찬욱,"['송강호', '김옥빈']",로맨스 멜로,박찬욱,송강호 김옥빈
268,내 사랑 내 곁에,7.7,['드라마'],박진표,"['김명민', '하지원']",드라마,박진표,김명민 하지원
269,박물관이 살아있다 2,7.0,"['어드벤처', '코미디', '가족']",숀 레비,"['벤 스틸러', '에이미 아담스']",어드벤처 코미디 가족,숀레비,벤스틸러 에이미아담스
270,뉴 문,6.8,"['판타지', '로맨스', '멜로']",크리스 웨이츠,"['로버트 패틴슨', '크리스틴 스튜어트', '테일러 로트너', '다코타 패닝']",판타지 로맨스 멜로,크리스웨이츠,로버트패틴슨 크리스틴스튜어트 테일러로트너 다코타패닝
271,천사와 악마,8.2,"['액션', '스릴러']",론 하워드,"['톰 행크스', '이완 맥그리거', '아옐렛 지러']",액션 스릴러,론하워드,톰행크스 이완맥그리거 아옐렛지러
272,애자,8.9,['드라마'],정기훈,"['최강희', '김영애']",드라마,정기훈,최강희 김영애
273,그림자 살인,7.3,['스릴러'],박대민,"['황정민', '류덕환', '엄지원']",스릴러,박대민,황정민 류덕환 엄지원
274,작전명 발키리,8.1,"['스릴러', '전쟁']",브라이언 싱어,['톰 크루즈'],스릴러 전쟁,브라이언싱어,톰크루즈
275,차우,7.4,"['액션', '어드벤처']",신정원,"['엄태웅', '정유미', '장항선', '윤제문', '박혁권']",액션 어드벤처,신정원,엄태웅 정유미 장항선 윤제문 박혁권
276,벤자민 버튼의 시간은 거꾸로 간다,8.7,"['로맨스', '멜로', '판타지']",데이빗 핀처,"['브래드 피트', '케이트 블란쳇']",로맨스 멜로 판타지,데이빗핀처,브래드피트 케이트블란쳇
277,불꽃처럼 나비처럼,6.8,"['로맨스', '멜로']",김용균,"['조승우', '수애']",로맨스 멜로,김용균,조승우 수애
278,유감스러운 도시,5.2,"['코미디', '범죄', '액션']",김동원,"['정준호', '정웅인', '정운택', '박상민', '김상중']",코미디 범죄 액션,김동원,정준호 정웅인 정운택 박상민 김상중
279,작전,8.7,"['범죄', '스릴러']",이호재,"['박용하', '김민정', '박희순', '김무열']",범죄 스릴러,이호재,박용하 김민정 박희순 김무열
280,닌자 어쌔신,8.4,"['액션', '범죄', '스릴러']",제임스 맥테이그,"['비', '나오미 해리스']",액션 범죄 스릴러,제임스맥테이그,비 나오미해리스
281,청담보살,6.0,['코미디'],김진영,"['박예진', '임창정']",코미디,김진영,박예진 임창정
282,엑스맨 탄생: 울버린,7.8,"['액션', 'SF']",개빈 후드,['휴 잭맨'],액션 SF,개빈후드,휴잭맨
283,킹콩을 들다,9.4,"['드라마', '코미디']",박건용,"['이범수', '조안']",드라마 코미디,박건용,이범수 조안
284,마다가스카 2,7.9,"['코미디', '애니메이션']",에릭 다넬,"['벤 스틸러', '크리스 록']",코미디 애니메이션,에릭다넬,벤스틸러 크리스록
285,인사동 스캔들,8.3,"['범죄', '액션', '드라마']",박희곤,"['김래원', '엄정화']",범죄 액션 드라마,박희곤,김래원 엄정화
286,셜록 홈즈,8.0,"['액션', '어드벤처']",가이 리치,"['로버트 다우니 주니어', '주드 로', '레이첼 맥아담스']",액션 어드벤처,가이리치,로버트다우니주니어 주드로 레이첼맥아담스
287,슬럼독 밀리어네어,8.9,"['로맨스', '멜로', '드라마', '범죄']",대니 보일,"['데브 파텔', '프리다 핀토', '아닐 카푸르']",로맨스 멜로 드라마 범죄,대니보일,데브파텔 프리다핀토 아닐카푸르
288,스타 트렉: 더 비기닝,8.4,"['액션', 'SF']",J.J. 에이브람스,"['크리스 파인', '재커리 퀸토', '존 조', '조 샐다나', '안톤 옐친', '에릭 바나']",액션 SF,J.J.에이브람스,크리스파인 재커리퀸토 존조 조샐다나 안톤옐친 에릭바나
289,노잉,6.3,"['액션', '스릴러', 'SF']",알렉스 프로야스,"['니콜라스 케이지', '로즈 번']",액션 스릴러 SF,알렉스프로야스,니콜라스케이지 로즈번
290,시크릿,8.0,['스릴러'],윤재구,"['차승원', '송윤아', '류승룡']",스릴러,윤재구,차승원 송윤아 류승룡
291,업,9.1,"['어드벤처', '애니메이션']",피트 닥터,"['이순재', '에드워드 애스너', '크리스토퍼 플러머']",어드벤처 애니메이션,피트닥터,이순재 에드워드애스너 크리스토퍼플러머
292,백야행,8.2,['드라마'],박신우,"['한석규', '손예진', '고수']",드라마,박신우,한석규 손예진 고수
293,트랜스포터-라스트 미션,7.5,"['액션', '스릴러']",올리비에 메가톤,['제이슨 스타뎀'],액션 스릴러,올리비에메가톤,제이슨스타뎀
294,그는 당신에게 반하지 않았다,7.8,['코미디'],켄 콰피스,"['제니퍼 애니스톤', '스칼렛 요한슨', '드류 베리모어', '제니퍼 코넬리', '지니퍼 굿윈', '벤 애플렉', '브래들리 쿠퍼', '저스틴 롱', '케빈 코널리']",코미디,켄콰피스,제니퍼애니스톤 스칼렛요한슨 드류베리모어 제니퍼코넬리 지니퍼굿윈 벤애플렉 브래들리쿠퍼 저스틴롱 케빈코널리
295,아이스 에이지 3: 공룡시대,9.1,"['애니메이션', '어드벤처', '코미디']",카를로스 살다나,"['레이 로마노', '존 레귀자모', '데니스 리어리', '퀸 라티파', '사이먼 페그', '배한성']",애니메이션 어드벤처 코미디,카를로스살다나,레이로마노 존레귀자모 데니스리어리 퀸라티파 사이먼페그 배한성
296,블랙,8.9,['드라마'],산제이 릴라 반살리,"['아미타브 바흐찬', '라니 무커르지']",드라마,산제이릴라반살리,아미타브바흐찬 라니무커르지
297,디스트릭트 9,8.8,"['액션', 'SF', '스릴러']",닐 블롬캠프,['샬토 코플리'],액션 SF 스릴러,닐블롬캠프,샬토코플리
298,마린보이,7.3,['범죄'],윤종석,"['조재현', '김강우', '박시연']",범죄,윤종석,조재현 김강우 박시연
299,모범시민,7.1,"['범죄', '스릴러', '액션', '드라마']",F. 게리 그레이,"['제라드 버틀러', '제이미 폭스']",범죄 스릴러 액션 드라마,F.게리그레이,제라드버틀러 제이미폭스
300,아바타,9.0,"['액션', '어드벤처', 'SF']",제임스 카메론,"['샘 워싱턴', '조 샐다나', '시고니 위버']",액션 어드벤처 SF,제임스카메론,샘워싱턴 조샐다나 시고니위버
301,아저씨,9.2,"['액션', '드라마']",이정범,"['원빈', '김새론']",액션 드라마,이정범,원빈 김새론
302,인셉션,8.7,"['SF', '액션']",크리스토퍼 놀란,"['레오나르도 디카프리오', '조셉 고든 레빗', '마리옹 꼬띠아르', '톰 하디', '엘렌 페이지', '와타나베 켄']",SF 액션,크리스토퍼놀란,레오나르도디카프리오 조셉고든레빗 마리옹꼬띠아르 톰하디 엘렌페이지 와타나베켄
303,의형제,8.7,"['액션', '드라마']",장훈,"['송강호', '강동원']",액션 드라마,장훈,송강호 강동원
304,아이언맨 2,7.3,"['액션', '어드벤처', 'SF']",존 파브로,['로버트 다우니 주니어'],액션 어드벤처 SF,존파브로,로버트다우니주니어
305,전우치,8.1,"['코미디', '액션']",최동훈,"['강동원', '김윤석', '임수정', '유해진']",코미디 액션,최동훈,강동원 김윤석 임수정 유해진
306,이끼,7.1,"['드라마', '범죄']",강우석,"['정재영', '박해일', '유준상', '유선', '허준호', '유해진', '김상호', '김준배']",드라마 범죄,강우석,정재영 박해일 유준상 유선 허준호 유해진 김상호 김준배
307,포화속으로,5.6,['전쟁'],이재한,"['차승원', '권상우', 'T.O.P', '김승우']",전쟁,이재한,차승원 권상우 T.O.P 김승우
308,하모니,9.1,['드라마'],강대규,"['김윤진', '나문희']",드라마,강대규,김윤진 나문희
309,방자전,6.8,['시대극'],김대우,"['김주혁', '류승범', '조여정']",시대극,김대우,김주혁 류승범 조여정
310,솔트,7.5,['액션'],필립 노이스,"['안젤리나 졸리', '치웨텔 에지오포', '리브 슈라이버']",액션,필립노이스,안젤리나졸리 치웨텔에지오포 리브슈라이버
311,부당거래,8.1,"['범죄', '드라마']",류승완,"['황정민', '류승범', '유해진']",범죄 드라마,류승완,황정민 류승범 유해진
312,시라노; 연애조작단,8.4,"['로맨스', '멜로', '코미디']",김현석,"['엄태웅', '이민정', '최다니엘', '박신혜']",로맨스 멜로 코미디,김현석,엄태웅 이민정 최다니엘 박신혜
313,타이탄,6.3,"['액션', '판타지']",루이스 리터리어,"['샘 워싱턴', '리암 니슨', '랄프 파인즈', '알렉사 다바로스', '젬마 아터튼']",액션 판타지,루이스리터리어,샘워싱턴 리암니슨 랄프파인즈 알렉사다바로스 젬마아터튼
314,드래곤 길들이기,9.3,"['애니메이션', '어드벤처']",딘 데블로이스,"['제이 바루첼', '제라드 버틀러', '아메리카 페레라', '크레이그 퍼거슨']",애니메이션 어드벤처,딘데블로이스,제이바루첼 제라드버틀러 아메리카페레라 크레이그퍼거슨
315,해리 포터와 죽음의 성물1,7.9,['판타지'],데이빗 예이츠,"['다니엘 래드클리프', '엠마 왓슨', '루퍼트 그린트']",판타지,데이빗예이츠,다니엘래드클리프 엠마왓슨 루퍼트그린트
316,하녀,6.7,['스릴러'],임상수,"['전도연', '이정재', '윤여정', '서우']",스릴러,임상수,전도연 이정재 윤여정 서우
317,나잇&데이,8.2,"['코미디', '액션']",제임스 맨골드,"['톰 크루즈', '카메론 디아즈']",코미디 액션,제임스맨골드,톰크루즈 카메론디아즈
318,슈렉 포에버,7.7,"['코미디', '어드벤처', '애니메이션']",마이크 미첼,"['장광', '김옥경', '이인성', '이봉준', '마이크 마이어스', '카메론 디아즈', '에디 머피', '안토니오 반데라스']",코미디 어드벤처 애니메이션,마이크미첼,장광 김옥경 이인성 이봉준 마이크마이어스 카메론디아즈 에디머피 안토니오반데라스
319,이상한 나라의 앨리스,7.2,['판타지'],팀 버튼,"['조니 뎁', '미아 와시코우스카', '헬레나 본햄 카터']",판타지,팀버튼,조니뎁 미아와시코우스카 헬레나본햄카터
320,초능력자,6.5,['드라마'],김민석,"['강동원', '고수']",드라마,김민석,강동원 고수
321,이클립스,7.5,"['판타지', '로맨스', '멜로']",데이비드 슬레이드,"['로버트 패틴슨', '크리스틴 스튜어트']",판타지 로맨스 멜로,데이비드슬레이드,로버트패틴슨 크리스틴스튜어트
322,쩨쩨한 로맨스,8.3,"['로맨스', '멜로']",김정훈,"['이선균', '최강희']",로맨스 멜로,김정훈,이선균 최강희
323,페르시아의 왕자: 시간의 모래,8.4,"['액션', '어드벤처']",마이크 뉴웰,"['제이크 질렌할', '젬마 아터튼', '벤 킹슬리']",액션 어드벤처,마이크뉴웰,제이크질렌할 젬마아터튼 벤킹슬리
324,퍼시 잭슨과 번개 도둑,6.5,"['판타지', '어드벤처', '액션']",크리스 콜럼버스,['로건 레먼'],판타지 어드벤처 액션,크리스콜럼버스,로건레먼
325,해결사,7.3,['액션'],권혁재,"['설경구', '이정진', '오달수']",액션,권혁재,설경구 이정진 오달수
326,악마를 보았다,6.8,['스릴러'],김지운,"['이병헌', '최민식']",스릴러,김지운,이병헌 최민식
327,로빈 후드,7.4,"['액션', '드라마']",리들리 스콧,"['러셀 크로우', '케이트 블란쳇']",액션 드라마,리들리스콧,러셀크로우 케이트블란쳇
328,무적자,5.4,"['드라마', '액션']",송해성,"['주진모', '송승헌', '김강우', '조한선']",드라마 액션,송해성,주진모 송승헌 김강우 조한선
329,황해,7.0,['스릴러'],나홍진,"['하정우', '김윤석', '조성하']",스릴러,나홍진,하정우 김윤석 조성하
330,토이 스토리 3,9.3,['애니메이션'],리 언크리치,"['톰 행크스', '팀 알렌', '조앤 쿠삭', '김승준', '박일', '함수정']",애니메이션,리언크리치,톰행크스 팀알렌 조앤쿠삭 김승준 박일 함수정
331,구르믈 버서난 달처럼,6.7,"['시대극', '액션']",이준익,"['황정민', '차승원', '한지혜', '백성현']",시대극 액션,이준익,황정민 차승원 한지혜 백성현
332,라스트 에어벤더,4.6,"['액션', '어드벤처']",M. 나이트 샤말란,"['노아 링어', '데브 파텔', '잭슨 래스본', '니콜라 펠츠']",액션 어드벤처,M.나이트샤말란,노아링어 데브파텔 잭슨래스본 니콜라펠츠
333,헬로우 고스트,8.5,['코미디'],김영탁,"['차태현', '강예원', '이문수', '고창석', '장영남', '천보근']",코미디,김영탁,차태현 강예원 이문수 고창석 장영남 천보근
334,육혈포 강도단,8.0,['코미디'],강효진,"['나문희', '김수미', '김혜옥']",코미디,강효진,나문희 김수미 김혜옥
335,심야의 F.M.,7.3,['스릴러'],김상만,"['수애', '유지태']",스릴러,김상만,수애 유지태
336,레지던트 이블 4: 끝나지 않은 전쟁 3D,6.6,"['액션', '공포', '스릴러']",폴 앤더슨,['밀라 요보비치'],액션 공포 스릴러,폴앤더슨,밀라요보비치
337,나니아 연대기: 새벽 출정호의 항해,8.1,"['어드벤처', '가족', '판타지']",마이클 앱티드,"['벤 반스', '스캔다 케인즈', '조지 헨리']",어드벤처 가족 판타지,마이클앱티드,벤반스 스캔다케인즈 조지헨리
338,용서는 없다,7.5,"['범죄', '스릴러']",김형준,"['설경구', '류승범', '한혜진']",범죄 스릴러,김형준,설경구 류승범 한혜진
339,베스트셀러,7.8,"['미스터리', '스릴러']",이정호,"['엄정화', '류승룡']",미스터리 스릴러,이정호,엄정화 류승룡
340,김종욱 찾기,8.2,"['로맨스', '멜로', '코미디']",장유정,"['임수정', '공유']",로맨스 멜로 코미디,장유정,임수정 공유
341,마루 밑 아리에티,8.0,"['판타지', '애니메이션']",요네바야시 히로마사,"['시다 미라이', '카미키 류노스케']",판타지 애니메이션,요네바야시히로마사,시다미라이 카미키류노스케
342,셜록 홈즈,8.0,"['액션', '어드벤처']",가이 리치,"['로버트 다우니 주니어', '주드 로', '레이첼 맥아담스']",액션 어드벤처,가이리치,로버트다우니주니어 주드로 레이첼맥아담스
343,슈퍼 배드,9.1,"['애니메이션', '코미디']",피에르 코팽,"['스티브 카렐', '제이슨 세걸', '미란다 코스그로브', '다나 가이어', '엘시 피셔', '태연', '서현']",애니메이션 코미디,피에르코팽,스티브카렐 제이슨세걸 미란다코스그로브 다나가이어 엘시피셔 태연 서현
344,파괴된 사나이,7.5,['드라마'],우민호,"['김명민', '엄기준', '박주미']",드라마,우민호,김명민 엄기준 박주미
345,셔터 아일랜드,7.8,"['미스터리', '스릴러']",마틴 스콜세지,['레오나르도 디카프리오'],미스터리 스릴러,마틴스콜세지,레오나르도디카프리오
346,방가? 방가!,8.1,['코미디'],육상효,"['김인권', '신현빈', '김정태', '방대한', '나자루딘', '홀먼 피터 로널드', '에숀쿠로브 팔비스']",코미디,육상효,김인권 신현빈 김정태 방대한 나자루딘 홀먼피터로널드 에숀쿠로브팔비스
347,평행이론,7.3,['스릴러'],권호영,"['지진희', '이종혁']",스릴러,권호영,지진희 이종혁
348,투어리스트,5.4,"['액션', '스릴러']",플로리안 헨켈 폰 도너스마르크,"['조니 뎁', '안젤리나 졸리']",액션 스릴러,플로리안헨켈폰도너스마르크,조니뎁 안젤리나졸리
349,스카이 라인,5.1,"['SF', '액션']",콜린 스트로즈,"['에릭 벌포', '스카티 톰슨']",SF 액션,콜린스트로즈,에릭벌포 스카티톰슨
350,트랜스포머 3,6.5,"['액션', '어드벤처']",마이클 베이,"['샤이아 라보프', '로지 헌팅턴 휘틀리']",액션 어드벤처,마이클베이,샤이아라보프 로지헌팅턴휘틀리
351,최종병기 활,8.2,"['액션', '시대극']",김한민,"['박해일', '류승룡', '김무열', '문채원']",액션 시대극,김한민,박해일 류승룡 김무열 문채원
352,써니,9.0,['드라마'],강형철,"['유호정', '진희경', '고수희', '홍진희', '이연경', '김선경', '심은경', '강소라', '김민영', '박진주', '남보라', '김보미', '민효린']",드라마,강형철,유호정 진희경 고수희 홍진희 이연경 김선경 심은경 강소라 김민영 박진주 남보라 김보미 민효린
