,movie_name,movie_rating,movie_genre,movie_director,movie_actor,movie_genre_split,movie_director_split,movie_actor_split
653,스파이더맨: 홈 커밍,8.1,"['액션', '어드벤처', '판타지', 'SF']",존 왓츠,"['톰 홀랜드', '로버트 다우니 주니어', '마이클 키튼']",액션 어드벤처 판타지 SF,존왓츠,톰홀랜드 로버트다우니주니어 마이클키튼
654,범죄도시,8.3,"['범죄', '액션']",강윤성,"['마동석', '윤계상']",범죄 액션,강윤성,마동석 윤계상
655,군함도,6.6,"['액션', '드라마']",류승완,"['황정민', '소지섭', '송중기', '이정현', '김수안']",액션 드라마,류승완,황정민 소지섭 송중기 이정현 김수안
656,청년경찰,6.7,['액션'],김주환,"['박서준', '강하늘']",액션,김주환,박서준 강하늘
657,더 킹,7.4,"['범죄', '드라마']",한재림,"['조인성', '정우성', '배성우', '류준열', '김의성']",범죄 드라마,한재림,조인성 정우성 배성우 류준열 김의성
658,미녀와 야수,6.9,"['판타지', '뮤지컬', '로맨스', '멜로']",빌 콘돈,"['엠마 왓슨', '댄 스티븐스', '루크 에반스']",판타지 뮤지컬 로맨스 멜로,빌콘돈,엠마왓슨 댄스티븐스 루크에반스
659,킹스맨: 골든 서클,6.5,"['액션', '어드벤처', '코미디']",매튜 본,"['콜린 퍼스', '줄리안 무어', '태런 에저튼']",액션 어드벤처 코미디,매튜본,콜린퍼스 줄리안무어 태런에저튼
660,토르: 라그나로크,6.9,"['액션', '판타지']",타이카 와이티티,"['크리스 헴스워스', '톰 히들스턴', '케이트 블란쳇']",액션 판타지,타이카와이티티,크리스헴스워스 톰히들스턴 케이트블란쳇
661,꾼,6.6,['범죄'],장창원,"['현빈', '유지태', '배성우', '박성웅', '나나', '안세하']",범죄,장창원,현빈 유지태 배성우 박성웅 나나 안세하
662,강철비,8.5,"['액션', '드라마']",양우석,"['정우성', '곽도원']",액션 드라마,양우석,정우성 곽도원
663,남한산성,7.3,['드라마'],황동혁,"['이병헌', '김윤석', '박해일', '고수', '박희순']",드라마,황동혁,이병헌 김윤석 박해일 고수 박희순
664,미이라,6.3,"['액션', '어드벤처', '판타지']",알렉스 커츠만,"['톰 크루즈', '러셀 크로우', '소피아 부텔라', '애나벨 월리스']",액션 어드벤처 판타지,알렉스커츠만,톰크루즈 러셀크로우 소피아부텔라 애나벨월리스
665,분노의 질주: 더 익스트림,8.4,"['액션', '범죄', '스릴러']",F. 게리 그레이,"['빈 디젤', '드웨인 존슨', '제이슨 스타뎀', '샤를리즈 테론']",액션 범죄 스릴러,F.게리그레이,빈디젤 드웨인존슨 제이슨스타뎀 샤를리즈테론
666,너의 이름은.,7.8,"['애니메이션', '드라마', '로맨스', '멜로']",신카이 마코토,"['카미키 류노스케', '카미시라이시 모네']",애니메이션 드라마 로맨스 멜로,신카이마코토,카미키류노스케 카미시라이시모네
667,슈퍼배드 3,8.1,"['애니메이션', '액션', '어드벤처', '코미디']",피에르 코팽,"['스티브 카렐', '크리스튼 위그', '트레이 파커']",애니메이션 액션 어드벤처 코미디,피에르코팽,스티브카렐 크리스튼위그 트레이파커
668,아이 캔 스피크,9.4,['드라마'],김현석,"['나문희', '이제훈']",드라마,김현석,나문희 이제훈
669,캐리비안의 해적: 죽은 자는 말이 없다,7.2,"['액션', '어드벤처', '코미디']",요아킴 뢰닝,"['조니 뎁', '하비에르 바르뎀', '제프리 러쉬', '브렌튼 스웨이츠', '카야 스코델라리오']",액션 어드벤처 코미디,요아킴뢰닝,조니뎁 하비에르바르뎀 제프리러쉬 브렌튼스웨이츠 카야스코델라리오
670,프리즌,7.2,"['범죄', '액션']",나현,"['한석규', '김래원']",범죄 액션,나현,한석규 김래원
671,덩케르크,7.5,['액션'],크리스토퍼 놀란,"['톰 하디', '마크 라이런스', '케네스 브래너', '킬리언 머피', '핀 화이트헤드']",액션,크리스토퍼놀란,톰하디 마크라이런스 케네스브래너 킬리언머피 핀화이트헤드
672,가디언즈 오브 갤럭시 VOL. 2,8.2,"['SF', '액션']",제임스 건,"['크리스 프랫', '조 샐다나']",SF 액션,제임스건,크리스프랫 조샐다나
673,살인자의 기억법,6.8,"['범죄', '스릴러']",원신연,"['설경구', '김남길', '설현', '오달수']",범죄 스릴러,원신연,설경구 김남길 설현 오달수
674,트랜스포머: 최후의 기사,5.5,"['액션', '어드벤처', 'SF']",마이클 베이,"['마크 월버그', '안소니 홉킨스', '로라 하독', '조쉬 더하멜']",액션 어드벤처 SF,마이클베이,마크월버그 안소니홉킨스 로라하독 조쉬더하멜
675,보안관,6.8,"['범죄', '코미디']",김형주,"['이성민', '조진웅', '김성균']",범죄 코미디,김형주,이성민 조진웅 김성균
676,조작된 도시,8.0,"['범죄', '액션']",배종,"['지창욱', '심은경']",범죄 액션,배종,지창욱 심은경
677,보스 베이비,7.5,"['애니메이션', '코미디', '가족']",톰 맥그래스,"['알렉 볼드윈', '스티브 부세미', '토비 맥과이어', '마일즈 크리스토퍼 바크시', '이현', '이장원', '문서윤']",애니메이션 코미디 가족,톰맥그래스,알렉볼드윈 스티브부세미 토비맥과이어 마일즈크리스토퍼바크시 이현 이장원 문서윤
678,재심,8.2,['드라마'],김태윤,"['정우', '강하늘', '김해숙']",드라마,김태윤,정우 강하늘 김해숙
679,박열,7.9,['시대극'],이준익,"['이제훈', '최희서', '김인우']",시대극,이준익,이제훈 최희서 김인우
680,모아나,8.5,"['애니메이션', '액션', '어드벤처', '코미디', '가족', '판타지']",론 클레멘츠,"['드웨인 존슨', '아우이 크라발호']",애니메이션 액션 어드벤처 코미디 가족 판타지,론클레멘츠,드웨인존슨 아우이크라발호
681,마스터,7.1,"['범죄', '액션']",조의석,"['이병헌', '강동원', '김우빈']",범죄 액션,조의석,이병헌 강동원 김우빈
682,로건,8.2,"['액션', 'SF']",제임스 맨골드,['휴 잭맨'],액션 SF,제임스맨골드,휴잭맨
683,원더 우먼,6.7,"['액션', '어드벤처', '판타지', 'SF']",패티 젠킨스,"['갤 가돗', '크리스 파인']",액션 어드벤처 판타지 SF,패티젠킨스,갤가돗 크리스파인
684,겟 아웃,7.5,['공포'],조던 필,"['다니엘 칼루유야', '앨리슨 윌리엄스', '브래드리 휘트포드', '캐서린 키너']",공포,조던필,다니엘칼루유야 앨리슨윌리엄스 브래드리휘트포드 캐서린키너
685,혹성탈출: 종의 전쟁,6.5,"['액션', 'SF', '어드벤처']",매트 리브스,"['앤디 서키스', '우디 해럴슨']",액션 SF 어드벤처,매트리브스,앤디서키스 우디해럴슨
686,1987,9.5,['드라마'],장준환,"['김윤석', '하정우', '유해진', '김태리', '박희순', '이희준']",드라마,장준환,김윤석 하정우 유해진 김태리 박희순 이희준
687,애나벨 : 인형의 주인,5.9,"['공포', '스릴러', '미스터리']",데이비드 F. 샌드버그,"['스테파니 시그만', '탈리사 베이트먼', '루루 윌슨']",공포 스릴러 미스터리,데이비드F.샌드버그,스테파니시그만 탈리사베이트먼 루루윌슨
688,노무현입니다,9.5,['다큐멘터리'],이창재,X,다큐멘터리,이창재,X
689,저스티스 리그,6.9,"['액션', '어드벤처', '판타지', 'SF']",잭 스나이더,"['벤 애플렉', '갤 가돗', '제이슨 모모아', '레이 피셔', '에즈라 밀러', '헨리 카빌']",액션 어드벤처 판타지 SF,잭스나이더,벤애플렉 갤가돗 제이슨모모아 레이피셔 에즈라밀러 헨리카빌
690,킬러의 보디가드,7.3,"['액션', '코미디']",패트릭 휴즈,"['라이언 레이놀즈', '사무엘 L. 잭슨']",액션 코미디,패트릭휴즈,라이언레이놀즈 사무엘L.잭슨
691,콩: 스컬 아일랜드,6.5,"['액션', '어드벤처', '판타지', 'SF']",조던 보트-로버츠,"['톰 히들스턴', '사무엘 L. 잭슨', '존 굿맨', '브리 라슨']",액션 어드벤처 판타지 SF,조던보트-로버츠,톰히들스턴 사무엘L.잭슨 존굿맨 브리라슨
692,23 아이덴티티,6.7,['스릴러'],M. 나이트 샤말란,['제임스 맥어보이'],스릴러,M.나이트샤말란,제임스맥어보이
693,임금님의 사건수첩,7.1,"['코미디', '어드벤처', '액션']",문현성,"['이선균', '안재홍']",코미디 어드벤처 액션,문현성,이선균 안재홍
694,부라더,6.8,['코미디'],장유정,"['마동석', '이동휘', '이하늬']",코미디,장유정,마동석 이동휘 이하늬
695,기억의 밤,7.8,"['미스터리', '스릴러']",장항준,"['강하늘', '김무열']",미스터리 스릴러,장항준,강하늘 김무열
696,해피 데스데이,7.4,"['공포', '미스터리', '스릴러']",크리스토퍼 랜던,"['제시카 로테', '이스라엘 브루사드']",공포 미스터리 스릴러,크리스토퍼랜던,제시카로테 이스라엘브루사드
697,브이아이피,6.0,"['액션', '범죄', '스릴러']",박훈정,"['김명민', '장동건', '박희순', '이종석']",액션 범죄 스릴러,박훈정,김명민 장동건 박희순 이종석
698,특별시민,6.4,['드라마'],박인제,"['최민식', '곽도원', '심은경']",드라마,박인제,최민식 곽도원 심은경
699,에이리언: 커버넌트,7.0,"['공포', 'SF', '스릴러']",리들리 스콧,"['마이클 패스벤더', '캐서린 워터스톤']",공포 SF 스릴러,리들리스콧,마이클패스벤더 캐서린워터스톤
700,신과함께-인과 연,6.8,"['판타지', '드라마']",김용화,"['하정우', '주지훈', '김향기', '마동석', '김동욱']",판타지 드라마,김용화,하정우 주지훈 김향기 마동석 김동욱
701,어벤져스: 인피니티 워,7.6,"['액션', 'SF', '어드벤처', '판타지']",안소니 루소,"['로버트 다우니 주니어', '조슈 브롤린', '마크 러팔로', '톰 히들스턴', '크리스 에반스', '크리스 헴스워스', '제레미 레너', '스칼렛 요한슨']",액션 SF 어드벤처 판타지,안소니루소,로버트다우니주니어 조슈브롤린 마크러팔로 톰히들스턴 크리스에반스 크리스헴스워스 제레미레너 스칼렛요한슨
702,보헤미안 랩소디,9.0,['드라마'],브라이언 싱어,"['라미 말렉', '루시 보인턴', '귈림 리', '벤 하디', '조셉 마젤로']",드라마,브라이언싱어,라미말렉 루시보인턴 귈림리 벤하디 조셉마젤로
703,미션 임파서블: 폴아웃,8.1,"['액션', '스릴러']",크리스토퍼 맥쿼리,['톰 크루즈'],액션 스릴러,크리스토퍼맥쿼리,톰크루즈
704,신과함께-죄와 벌,7.0,['드라마'],김용화,"['하정우', '차태현', '주지훈', '김향기', '김동욱', '마동석']",드라마,김용화,하정우 차태현 주지훈 김향기 김동욱 마동석
705,쥬라기 월드: 폴른 킹덤,7.1,"['액션', '어드벤처', 'SF']",후안 안토니오 바요나,"['크리스 프랫', '브라이스 달라스 하워드']",액션 어드벤처 SF,후안안토니오바요나,크리스프랫 브라이스달라스하워드
706,앤트맨과 와스프,7.4,"['액션', '어드벤처', 'SF']",페이튼 리드,"['폴 러드', '에반젤린 릴리']",액션 어드벤처 SF,페이튼리드,폴러드 에반젤린릴리
707,안시성,7.6,"['시대극', '액션']",김광식,"['조인성', '남주혁', '박성웅']",시대극 액션,김광식,조인성 남주혁 박성웅
708,블랙 팬서,6.1,"['액션', 'SF', '드라마']",라이언 쿠글러,"['채드윅 보스만', '마이클 B. 조던', '루피타 뇽오']",액션 SF 드라마,라이언쿠글러,채드윅보스만 마이클B.조던 루피타뇽오
709,완벽한 타인,7.5,"['코미디', '드라마']",이재규,"['유해진', '조진웅', '이서진', '염정아', '김지수', '송하윤', '윤경호']",코미디 드라마,이재규,유해진 조진웅 이서진 염정아 김지수 송하윤 윤경호
710,1987,9.5,['드라마'],장준환,"['김윤석', '하정우', '유해진', '김태리', '박희순', '이희준']",드라마,장준환,김윤석 하정우 유해진 김태리 박희순 이희준
711,독전,6.5,"['범죄', '액션']",이해영,"['조진웅', '류준열', '김성령', '박해준', '차승원', '김주혁']",범죄 액션,이해영,조진웅 류준열 김성령 박해준 차승원 김주혁
712,공작,8.3,['드라마'],윤종빈,"['황정민', '이성민', '조진웅', '주지훈']",드라마,윤종빈,황정민 이성민 조진웅 주지훈
713,베놈,7.2,"['액션', 'SF', '스릴러']",루벤 플레셔,"['톰 하디', '미셀 윌리엄스']",액션 SF 스릴러,루벤플레셔,톰하디 미셀윌리엄스
714,암수살인,7.5,['범죄'],김태균,"['김윤석', '주지훈']",범죄,김태균,김윤석 주지훈
715,데드풀 2,6.8,"['액션', '어드벤처', '코미디', 'SF']",데이비드 레이치,"['라이언 레이놀즈', '조슈 브롤린', '모레나 바카린', '재지 비츠', '줄리안 데니슨']",액션 어드벤처 코미디 SF,데이비드레이치,라이언레이놀즈 조슈브롤린 모레나바카린 재지비츠 줄리안데니슨
716,국가부도의 날,8.1,['드라마'],최국희,"['김혜수', '유아인', '허준호', '조우진']",드라마,최국희,김혜수 유아인 허준호 조우진
717,코코,8.9,"['애니메이션', '어드벤처', '코미디', '뮤지컬', '가족', '미스터리']",리 언크리치,"['가엘 가르시아 베르날', '안소니 곤잘레스', '벤자민 브랫', '르네 빅터']",애니메이션 어드벤처 코미디 뮤지컬 가족 미스터리,리언크리치,가엘가르시아베르날 안소니곤잘레스 벤자민브랫 르네빅터
718,아쿠아맨,7.5,['액션'],제임스 완,"['제이슨 모모아', '앰버 허드', '니콜 키드먼', '패트릭 윌슨']",액션,제임스완,제이슨모모아 앰버허드 니콜키드먼 패트릭윌슨
719,그것만이 내 세상,8.7,"['코미디', '드라마']",최성현,"['이병헌', '윤여정', '박정민']",코미디 드라마,최성현,이병헌 윤여정 박정민
720,마녀,8.0,"['미스터리', '액션']",박훈정,"['김다미', '조민수', '박희순', '최우식']",미스터리 액션,박훈정,김다미 조민수 박희순 최우식
721,탐정: 리턴즈,7.4,"['코미디', '범죄']",이언희,"['권상우', '성동일', '이광수']",코미디 범죄,이언희,권상우 성동일 이광수
722,인크레더블 2,8.0,"['애니메이션', '액션', '어드벤처']",브래드 버드,"['크레이그 T. 넬슨', '홀리 헌터', '사라 보웰', '헉 밀너', '사무엘 L. 잭슨']",애니메이션 액션 어드벤처,브래드버드,크레이그T.넬슨 홀리헌터 사라보웰 헉밀너 사무엘L.잭슨
723,서치,8.3,"['미스터리', '스릴러', '드라마']",아니시 샤간티,"['존 조', '데브라 메싱']",미스터리 스릴러 드라마,아니시샤간티,존조 데브라메싱
724,너의 결혼식,7.4,"['로맨스', '멜로']",이석근,"['박보영', '김영광']",로맨스 멜로,이석근,박보영 김영광
725,곤지암,4.9,"['공포', '미스터리']",정범식,"['위하준', '박지현', '오아연', '문예원', '박성훈', '이승욱', '유제윤']",공포 미스터리,정범식,위하준 박지현 오아연 문예원 박성훈 이승욱 유제윤
726,지금 만나러 갑니다,7.9,"['로맨스', '멜로']",이장훈,"['소지섭', '손예진']",로맨스 멜로,이장훈,소지섭 손예진
727,목격자,5.5,['스릴러'],조규장,"['이성민', '김상호', '진경', '곽시양']",스릴러,조규장,이성민 김상호 진경 곽시양
728,조선명탐정: 흡혈괴마의 비밀,6.6,"['코미디', '어드벤처', '시대극']",김석윤,"['김명민', '오달수', '김지원']",코미디 어드벤처 시대극,김석윤,김명민 오달수 김지원
729,신비한 동물들과 그린델왈드의 범죄,5.9,['판타지'],데이빗 예이츠,"['에디 레드메인', '캐서린 워터스톤', '앨리슨 수돌', '에즈라 밀러', '주드 로', '조니 뎁', '칼럼 터너']",판타지,데이빗예이츠,에디레드메인 캐서린워터스톤 앨리슨수돌 에즈라밀러 주드로 조니뎁 칼럼터너
730,메이즈 러너: 데스 큐어,7.1,"['액션', 'SF', '스릴러']",웨스 볼,"['딜런 오브라이언', '토마스 생스터', '카야 스코델라리오', '이기홍', '월튼 고긴스']",액션 SF 스릴러,웨스볼,딜런오브라이언 토마스생스터 카야스코델라리오 이기홍 월튼고긴스
731,맘마미아!2,7.8,['뮤지컬'],올 파커,"['아만다 사이프리드', '릴리 제임스', '메릴 스트립', '피어스 브로스넌', '제레미 어바인', '콜린 퍼스', '휴 스키너', '스텔란 스카스가드', '조쉬 딜란']",뮤지컬,올파커,아만다사이프리드 릴리제임스 메릴스트립 피어스브로스넌 제레미어바인 콜린퍼스 휴스키너 스텔란스카스가드 조쉬딜란
732,레디 플레이어 원,7.9,"['액션', 'SF', '어드벤처', '스릴러']",스티븐 스필버그,"['마크 라이런스', '사이먼 페그', '올리비아 쿡', '타이 쉐리던', '벤 멘델존', 'T.J. 밀러']",액션 SF 어드벤처 스릴러,스티븐스필버그,마크라이런스 사이먼페그 올리비아쿡 타이쉐리던 벤멘델존 T.J.밀러
733,명당,6.7,['시대극'],박희곤,"['조승우', '지성', '김성균', '문채원', '유재명', '박충선', '백윤식']",시대극,박희곤,조승우 지성 김성균 문채원 유재명 박충선 백윤식
734,협상,7.1,['범죄'],이종석,"['손예진', '현빈']",범죄,이종석,손예진 현빈
